date,draw_time,d1,d2,d3,combo
2014-02-13,4PM,1,2,6,126
2014-02-13,9PM,4,2,7,427
2014-02-14,11AM,0,3,1,031
2014-02-14,4PM,2,2,4,224
2014-02-14,9PM,9,8,6,986
2014-02-15,11AM,6,3,8,638
2014-02-15,4PM,1,0,8,108
2014-02-15,9PM,7,7,6,776
2014-02-16,11AM,2,4,9,249
2014-02-16,4PM,3,1,4,314
2014-02-16,9PM,4,4,8,448
2014-02-17,11AM,6,1,5,615
2014-02-17,4PM,5,1,9,519
2014-02-17,9PM,3,8,9,389
2014-02-18,11AM,8,2,6,826
2014-02-18,4PM,8,5,2,852
2014-02-18,9PM,1,1,3,113
2014-02-19,11AM,4,2,5,425
2014-02-19,4PM,5,2,0,520
2014-02-19,9PM,9,9,6,996
2014-02-20,11AM,1,5,7,157
2014-02-20,4PM,7,8,6,786
2014-02-20,9PM,4,1,4,414
2014-02-21,11AM,9,4,4,944
2014-02-21,4PM,1,7,6,176
2014-02-21,9PM,5,3,8,538
2014-02-22,11AM,7,1,1,711
2014-02-22,4PM,9,8,2,982
2014-02-22,9PM,8,3,7,837
2014-02-23,11AM,6,9,0,690
2014-02-23,4PM,6,5,7,657
2014-02-23,9PM,8,6,4,864
2014-02-24,11AM,0,9,8,098
2014-02-24,4PM,0,6,1,061
2014-02-24,9PM,0,4,1,041
2014-02-25,11AM,9,6,9,969
2014-02-25,4PM,9,2,5,925
2014-02-25,9PM,2,4,7,247
2014-02-26,11AM,9,4,1,941
2014-02-26,4PM,4,9,2,492
2014-02-26,9PM,0,5,0,050
2014-02-27,11AM,7,4,4,744
2014-02-27,4PM,4,7,5,475
2014-02-27,9PM,8,0,6,806
2014-02-28,11AM,5,2,5,525
2014-02-28,4PM,7,3,7,737
2014-02-28,9PM,5,6,3,563
2014-03-01,11AM,3,3,2,332
2014-03-01,4PM,6,5,8,658
2014-03-01,9PM,0,7,6,076
2014-03-02,11AM,9,4,8,948
2014-03-02,4PM,3,1,7,317
2014-03-02,9PM,6,5,8,658
2014-03-03,11AM,2,4,8,248
2014-03-03,4PM,4,5,8,458
2014-03-03,9PM,0,6,0,060
2014-03-04,11AM,6,0,3,603
2014-03-04,4PM,6,7,2,672
2014-03-04,9PM,5,2,9,529
2014-03-05,11AM,5,8,4,584
2014-03-05,4PM,4,8,7,487
2014-03-05,9PM,2,5,5,255
2014-03-06,11AM,0,6,3,063
2014-03-06,4PM,7,4,9,749
2014-03-06,9PM,9,9,3,993
2014-03-07,11AM,3,5,4,354
2014-03-07,4PM,0,4,8,048
2014-03-07,9PM,6,1,6,616
2014-03-08,11AM,2,8,2,282
2014-03-08,4PM,8,8,5,885
2014-03-08,9PM,0,5,7,057
2014-03-09,11AM,9,6,8,968
2014-03-09,4PM,4,8,1,481
2014-03-09,9PM,1,9,1,191
2014-03-10,11AM,9,0,5,905
2014-03-10,4PM,7,5,6,756
2014-03-10,9PM,4,3,7,437
2014-03-11,11AM,0,2,5,025
2014-03-11,4PM,2,4,5,245
2014-03-11,9PM,8,2,2,822
2014-03-12,11AM,0,0,9,009
2014-03-12,4PM,9,1,5,915
2014-03-12,9PM,6,8,4,684
2014-03-13,11AM,6,9,9,699
2014-03-13,4PM,5,8,7,587
2014-03-13,9PM,0,3,2,032
2014-03-14,11AM,0,6,4,064
2014-03-14,4PM,9,7,5,975
2014-03-14,9PM,2,9,2,292
2014-03-15,11AM,3,9,9,399
2014-03-15,4PM,0,4,7,047
2014-03-15,9PM,0,5,1,051
2014-03-16,11AM,2,5,1,251
2014-03-16,4PM,2,2,9,229
2014-03-16,9PM,3,8,9,389
2014-03-17,11AM,9,4,3,943
2014-03-17,4PM,5,4,2,542
2014-03-17,9PM,4,0,5,405
2014-03-18,11AM,5,1,0,510
2014-03-18,4PM,1,8,5,185
2014-03-18,9PM,8,6,1,861
2014-03-19,11AM,4,1,5,415
2014-03-19,4PM,0,9,7,097
2014-03-19,9PM,9,5,2,952
2014-03-20,11AM,4,4,7,447
2014-03-20,4PM,0,7,8,078
2014-03-20,9PM,4,3,3,433
2014-03-21,11AM,3,2,5,325
2014-03-21,4PM,1,8,4,184
2014-03-21,9PM,6,0,8,608
2014-03-22,11AM,5,5,2,552
2014-03-22,4PM,8,7,3,873
2014-03-22,9PM,7,4,4,744
2014-03-23,11AM,4,6,3,463
2014-03-23,4PM,9,1,2,912
2014-03-23,9PM,8,3,5,835
2014-03-24,11AM,7,5,7,757
2014-03-24,4PM,3,4,5,345
2014-03-24,9PM,3,5,7,357
2014-03-25,11AM,2,8,8,288
2014-03-25,4PM,0,6,6,066
2014-03-25,9PM,8,6,0,860
2014-03-26,11AM,2,3,5,235
2014-03-26,4PM,6,6,2,662
2014-03-26,9PM,0,6,6,066
2014-03-27,11AM,5,1,4,514
2014-03-27,4PM,7,0,5,705
2014-03-27,9PM,2,4,5,245
2014-03-28,11AM,8,1,6,816
2014-03-28,4PM,6,5,8,658
2014-03-28,9PM,0,1,2,012
2014-03-29,11AM,8,7,5,875
2014-03-29,4PM,1,7,8,178
2014-03-29,9PM,4,2,9,429
2014-03-30,11AM,0,4,9,049
2014-03-30,4PM,8,4,5,845
2014-03-30,9PM,3,2,4,324
2014-03-31,11AM,5,4,7,547
2014-03-31,4PM,8,4,7,847
2014-03-31,9PM,9,5,3,953
2014-04-01,11AM,0,9,9,099
2014-04-01,4PM,5,2,3,523
2014-04-01,9PM,6,7,8,678
2014-04-02,11AM,7,2,4,724
2014-04-02,4PM,1,0,3,103
2014-04-02,9PM,4,9,7,497
2014-04-03,11AM,1,9,3,193
2014-04-03,4PM,5,6,0,560
2014-04-03,9PM,5,6,2,562
2014-04-04,11AM,7,8,5,785
2014-04-04,4PM,8,8,6,886
2014-04-04,9PM,2,8,3,283
2014-04-05,11AM,3,3,4,334
2014-04-05,4PM,5,4,5,545
2014-04-05,9PM,9,3,2,932
2014-04-06,11AM,2,2,6,226
2014-04-06,4PM,1,0,6,106
2014-04-06,9PM,8,0,0,800
2014-04-07,11AM,4,4,3,443
2014-04-07,4PM,4,8,1,481
2014-04-07,9PM,3,1,4,314
2014-04-08,11AM,9,8,7,987
2014-04-08,4PM,6,5,0,650
2014-04-08,9PM,3,1,2,312
2014-04-09,11AM,7,6,7,767
2014-04-09,4PM,9,7,4,974
2014-04-09,9PM,1,9,3,193
2014-04-10,11AM,2,2,6,226
2014-04-10,4PM,0,8,2,082
2014-04-10,9PM,5,6,4,564
2014-04-11,11AM,8,1,0,810
2014-04-11,4PM,9,6,4,964
2014-04-11,9PM,8,4,7,847
2014-04-12,11AM,8,9,8,898
2014-04-12,4PM,4,5,2,452
2014-04-12,9PM,6,0,7,607
2014-04-13,11AM,3,4,6,346
2014-04-13,4PM,8,6,6,866
2014-04-13,9PM,2,5,6,256
2014-04-14,11AM,1,4,7,147
2014-04-14,9PM,4,1,8,418
2014-04-15,11AM,7,5,5,755
2014-04-15,4PM,3,0,6,306
2014-04-15,9PM,7,1,4,714
2014-04-16,11AM,4,0,7,407
2014-04-16,4PM,0,1,1,011
2014-04-16,9PM,2,9,7,297
2014-04-21,11AM,4,5,2,452
2014-04-21,4PM,6,8,4,684
2014-04-21,9PM,4,2,9,429
2014-04-22,11AM,5,5,8,558
2014-04-22,4PM,3,7,8,378
2014-04-22,9PM,8,1,8,818
2014-04-23,11AM,4,1,9,419
2014-04-23,4PM,7,9,8,798
2014-04-23,9PM,6,7,6,676
2014-04-24,11AM,1,8,9,189
2014-04-24,4PM,3,4,6,346
2014-04-24,9PM,6,1,6,616
2014-04-25,11AM,5,9,1,591
2014-04-25,4PM,6,7,8,678
2014-04-25,9PM,2,0,3,203
2014-04-26,11AM,0,3,4,034
2014-04-26,4PM,2,4,8,248
2014-04-27,11AM,1,4,2,142
2014-04-27,4PM,1,3,1,131
2014-04-27,9PM,1,9,2,192
2014-04-28,11AM,2,8,1,281
2014-04-28,4PM,4,2,8,428
2014-04-28,9PM,7,2,0,720
2014-04-29,11AM,3,2,6,326
2014-04-29,4PM,2,2,0,220
2014-04-29,9PM,7,4,4,744
2014-04-30,11AM,1,1,3,113
2014-04-30,4PM,2,0,9,209
2014-04-30,9PM,8,1,2,812
2014-05-01,11AM,5,6,8,568
2014-05-01,4PM,3,2,8,328
2014-05-01,9PM,2,0,0,200
2014-05-02,11AM,7,0,4,704
2014-05-02,4PM,7,6,3,763
2014-05-02,9PM,8,4,7,847
2014-05-03,11AM,3,6,8,368
2014-05-03,4PM,1,3,0,130
2014-05-03,9PM,2,7,1,271
2014-05-04,11AM,8,3,7,837
2014-05-04,4PM,6,1,8,618
2014-05-04,9PM,5,9,8,598
2014-05-05,11AM,6,1,1,611
2014-05-05,4PM,2,6,7,267
2014-05-05,9PM,3,2,5,325
2014-05-06,11AM,6,6,5,665
2014-05-06,4PM,0,9,1,091
2014-05-06,9PM,3,0,3,303
2014-05-07,11AM,8,0,7,807
2014-05-07,4PM,4,2,0,420
2014-05-07,9PM,6,0,7,607
2014-05-08,11AM,0,2,3,023
2014-05-08,4PM,4,1,1,411
2014-05-08,9PM,0,2,1,021
2014-05-09,11AM,0,0,6,006
2014-05-09,4PM,5,9,7,597
2014-05-09,9PM,4,7,1,471
2014-05-10,11AM,2,1,8,218
2014-05-10,4PM,5,2,8,528
2014-05-10,9PM,2,8,6,286
2014-05-11,11AM,5,9,5,595
2014-05-11,4PM,8,8,9,889
2014-05-11,9PM,9,5,9,959
2014-05-12,11AM,5,8,6,586
2014-05-12,4PM,0,5,5,055
2014-05-12,9PM,8,6,5,865
2014-05-13,11AM,3,2,2,322
2014-05-13,4PM,4,6,4,464
2014-05-13,9PM,7,8,0,780
2014-05-14,11AM,9,4,3,943
2014-05-14,4PM,1,0,4,104
2014-05-14,9PM,7,8,0,780
2014-05-15,11AM,8,6,3,863
2014-05-15,4PM,2,0,6,206
2014-05-15,9PM,3,5,6,356
2014-05-16,11AM,9,9,8,998
2014-05-16,4PM,8,5,6,856
2014-05-16,9PM,2,9,1,291
2014-05-17,11AM,1,0,6,106
2014-05-17,4PM,3,2,2,322
2014-05-17,9PM,4,7,7,477
2014-05-18,11AM,3,5,8,358
2014-05-18,4PM,9,3,2,932
2014-05-18,9PM,6,9,9,699
2014-05-19,11AM,8,5,0,850
2014-05-19,4PM,7,9,4,794
2014-05-19,9PM,1,3,0,130
2014-05-20,11AM,1,5,3,153
2014-05-20,4PM,4,5,9,459
2014-05-20,9PM,9,1,8,918
2014-05-21,11AM,0,6,2,062
2014-05-21,4PM,6,0,3,603
2014-05-21,9PM,9,2,5,925
2014-05-22,11AM,1,3,4,134
2014-05-22,4PM,5,3,8,538
2014-05-22,9PM,6,0,8,608
2014-05-23,11AM,4,5,1,451
2014-05-23,4PM,1,5,7,157
2014-05-23,9PM,6,0,7,607
2014-05-24,11AM,9,2,3,923
2014-05-24,4PM,4,8,9,489
2014-05-24,9PM,9,8,9,989
2014-05-25,11AM,7,1,5,715
2014-05-25,4PM,1,8,2,182
2014-05-25,9PM,3,2,0,320
2014-05-26,11AM,4,6,0,460
2014-05-26,4PM,2,3,0,230
2014-05-26,9PM,5,5,7,557
2014-05-27,11AM,4,4,1,441
2014-05-27,4PM,0,5,2,052
2014-05-27,9PM,2,0,9,209
2014-05-28,11AM,9,4,4,944
2014-05-28,4PM,7,9,1,791
2014-05-28,9PM,4,1,8,418
2014-05-29,11AM,0,6,2,062
2014-05-29,4PM,9,6,9,969
2014-05-29,9PM,9,8,9,989
2014-05-30,11AM,4,5,3,453
2014-05-30,4PM,7,9,1,791
2014-05-30,9PM,2,6,9,269
2014-05-31,11AM,6,1,5,615
2014-05-31,4PM,6,0,5,605
2014-05-31,9PM,2,8,4,284
2014-06-01,11AM,5,8,6,586
2014-06-01,4PM,1,0,4,104
2014-06-01,9PM,1,0,3,103
2014-06-02,11AM,4,8,6,486
2014-06-02,4PM,0,1,4,014
2014-06-02,9PM,1,5,3,153
2014-06-03,11AM,0,7,7,077
2014-06-03,4PM,8,1,8,818
2014-06-03,9PM,1,0,7,107
2014-06-04,11AM,7,7,4,774
2014-06-04,4PM,1,6,9,169
2014-06-04,9PM,0,8,1,081
2014-06-05,11AM,7,2,0,720
2014-06-05,4PM,5,1,3,513
2014-06-05,9PM,3,8,9,389
2014-06-06,11AM,6,1,3,613
2014-06-06,4PM,3,6,3,363
2014-06-06,9PM,6,2,4,624
2014-06-07,11AM,2,7,7,277
2014-06-07,4PM,8,6,0,860
2014-06-07,9PM,9,9,4,994
2014-06-08,11AM,3,3,0,330
2014-06-08,4PM,4,8,1,481
2014-06-08,9PM,3,8,0,380
2014-06-09,11AM,8,2,6,826
2014-06-09,4PM,7,5,2,752
2014-06-09,9PM,0,3,0,030
2014-06-10,11AM,6,4,9,649
2014-06-10,4PM,4,3,3,433
2014-06-10,9PM,6,3,8,638
2014-06-11,11AM,2,6,1,261
2014-06-11,4PM,2,1,3,213
2014-06-11,9PM,4,7,1,471
2014-06-12,11AM,8,5,8,858
2014-06-12,4PM,7,7,8,778
2014-06-12,9PM,6,4,4,644
2014-06-13,11AM,0,8,1,081
2014-06-13,4PM,8,3,5,835
2014-06-13,9PM,1,1,9,119
2014-06-14,11AM,9,4,7,947
2014-06-14,4PM,0,5,5,055
2014-06-14,9PM,8,9,3,893
2014-06-15,11AM,7,6,9,769
2014-06-15,4PM,2,1,8,218
2014-06-15,9PM,1,6,1,161
2014-06-16,11AM,9,2,1,921
2014-06-16,4PM,6,5,1,651
2014-06-16,9PM,9,8,2,982
2014-06-17,11AM,4,3,2,432
2014-06-17,4PM,8,5,8,858
2014-06-17,9PM,1,3,8,138
2014-06-18,11AM,7,2,3,723
2014-06-18,4PM,8,0,8,808
2014-06-18,9PM,2,0,5,205
2014-06-19,11AM,2,0,7,207
2014-06-19,4PM,8,8,4,884
2014-06-19,9PM,9,7,3,973
2014-06-20,11AM,3,2,5,325
2014-06-20,4PM,1,4,3,143
2014-06-20,9PM,3,9,8,398
2014-06-21,11AM,6,7,2,672
2014-06-21,4PM,6,9,8,698
2014-06-21,9PM,2,3,2,232
2014-06-22,11AM,2,5,6,256
2014-06-22,4PM,9,2,4,924
2014-06-22,9PM,0,3,9,039
2014-06-23,11AM,2,7,0,270
2014-06-23,4PM,9,7,1,971
2014-06-23,9PM,6,2,3,623
2014-06-24,11AM,2,6,4,264
2014-06-24,4PM,6,1,5,615
2014-06-24,9PM,4,8,0,480
2014-06-25,11AM,1,0,8,108
2014-06-25,4PM,6,6,6,666
2014-06-25,9PM,7,6,8,768
2014-06-26,11AM,2,4,5,245
2014-06-26,4PM,7,0,3,703
2014-06-26,9PM,3,6,8,368
2014-06-27,11AM,6,7,7,677
2014-06-27,4PM,4,8,2,482
2014-06-27,9PM,3,8,6,386
2014-06-28,11AM,2,2,5,225
2014-06-28,4PM,2,2,1,221
2014-06-28,9PM,3,1,2,312
2014-06-29,11AM,3,5,2,352
2014-06-29,4PM,4,3,3,433
2014-06-29,9PM,7,4,3,743
2014-06-30,11AM,6,2,3,623
2014-06-30,4PM,6,0,6,606
2014-06-30,9PM,9,4,3,943
2014-07-01,11AM,4,4,4,444
2014-07-01,4PM,6,7,5,675
2014-07-01,9PM,1,8,7,187
2014-07-02,11AM,8,3,0,830
2014-07-02,4PM,6,6,2,662
2014-07-02,9PM,6,5,4,654
2014-07-03,11AM,5,8,8,588
2014-07-03,4PM,5,5,8,558
2014-07-03,9PM,2,4,9,249
2014-07-04,11AM,9,6,6,966
2014-07-04,4PM,1,1,5,115
2014-07-04,9PM,7,7,6,776
2014-07-05,11AM,4,9,6,496
2014-07-05,4PM,1,8,3,183
2014-07-05,9PM,5,0,8,508
2014-07-06,11AM,3,0,9,309
2014-07-06,4PM,7,9,1,791
2014-07-06,9PM,4,7,5,475
2014-07-07,11AM,5,1,1,511
2014-07-07,4PM,3,9,6,396
2014-07-07,9PM,0,9,9,099
2014-07-08,11AM,7,0,8,708
2014-07-08,4PM,5,9,0,590
2014-07-08,9PM,4,9,8,498
2014-07-09,11AM,9,8,0,980
2014-07-09,4PM,9,4,1,941
2014-07-09,9PM,5,2,8,528
2014-07-10,11AM,9,3,6,936
2014-07-10,4PM,9,5,4,954
2014-07-10,9PM,8,3,2,832
2014-07-11,11AM,2,3,0,230
2014-07-11,4PM,9,6,8,968
2014-07-11,9PM,7,9,3,793
2014-07-12,11AM,8,6,8,868
2014-07-12,4PM,3,6,9,369
2014-07-12,9PM,8,0,7,807
2014-07-13,11AM,2,9,4,294
2014-07-13,4PM,0,4,9,049
2014-07-13,9PM,9,4,4,944
2014-07-14,11AM,9,9,8,998
2014-07-14,4PM,6,9,0,690
2014-07-14,9PM,1,3,3,133
2014-07-15,11AM,9,5,6,956
2014-07-15,4PM,9,5,9,959
2014-07-15,9PM,5,3,0,530
2014-07-16,11AM,3,1,4,314
2014-07-16,4PM,8,4,2,842
2014-07-16,9PM,3,1,7,317
2014-07-17,11AM,4,2,1,421
2014-07-17,4PM,0,3,7,037
2014-07-17,9PM,7,1,5,715
2014-07-18,11AM,1,2,8,128
2014-07-18,4PM,9,3,3,933
2014-07-18,9PM,1,1,9,119
2014-07-19,11AM,5,5,0,550
2014-07-19,4PM,0,9,6,096
2014-07-19,9PM,2,6,0,260
2014-07-20,11AM,2,3,2,232
2014-07-20,4PM,9,4,1,941
2014-07-20,9PM,5,5,3,553
2014-07-21,11AM,6,0,6,606
2014-07-21,4PM,8,7,6,876
2014-07-21,9PM,8,9,1,891
2014-07-22,11AM,8,6,4,864
2014-07-22,4PM,8,8,9,889
2014-07-22,9PM,0,7,0,070
2014-07-23,11AM,4,2,0,420
2014-07-23,4PM,2,2,5,225
2014-07-23,9PM,8,8,0,880
2014-07-24,11AM,9,3,6,936
2014-07-24,4PM,9,5,8,958
2014-07-24,9PM,7,1,4,714
2014-07-25,11AM,0,1,0,010
2014-07-25,4PM,9,1,9,919
2014-07-25,9PM,3,3,3,333
2014-07-26,11AM,8,8,5,885
2014-07-26,4PM,0,7,4,074
2014-07-26,9PM,1,7,1,171
2014-07-27,11AM,3,4,3,343
2014-07-27,4PM,1,8,4,184
2014-07-27,9PM,2,4,4,244
2014-07-28,11AM,6,2,7,627
2014-07-28,4PM,7,4,2,742
2014-07-28,9PM,1,3,4,134
2014-07-29,11AM,3,2,4,324
2014-07-29,4PM,7,1,0,710
2014-07-29,9PM,9,1,3,913
2014-07-30,11AM,3,5,2,352
2014-07-30,4PM,4,5,5,455
2014-07-30,9PM,5,3,2,532
2014-07-31,11AM,8,0,4,804
2014-07-31,4PM,9,2,8,928
2014-07-31,9PM,5,0,6,506
2014-08-01,11AM,9,1,0,910
2014-08-01,4PM,4,9,2,492
2014-08-01,9PM,1,1,6,116
2014-08-02,11AM,2,2,2,222
2014-08-02,4PM,8,7,3,873
2014-08-02,9PM,8,6,0,860
2014-08-03,11AM,5,4,6,546
2014-08-03,4PM,0,6,7,067
2014-08-03,9PM,5,5,3,553
2014-08-04,11AM,2,3,3,233
2014-08-04,4PM,4,9,6,496
2014-08-04,9PM,3,1,2,312
2014-08-05,11AM,0,8,2,082
2014-08-05,4PM,7,8,1,781
2014-08-05,9PM,2,6,6,266
2014-08-06,11AM,7,1,3,713
2014-08-06,4PM,8,6,5,865
2014-08-06,9PM,9,2,7,927
2014-08-07,11AM,5,0,4,504
2014-08-07,4PM,6,5,7,657
2014-08-07,9PM,0,8,3,083
2014-08-08,11AM,7,1,6,716
2014-08-08,4PM,6,1,0,610
2014-08-08,9PM,6,3,1,631
2014-08-09,11AM,7,7,1,771
2014-08-09,4PM,3,9,9,399
2014-08-09,9PM,6,5,9,659
2014-08-10,11AM,2,6,3,263
2014-08-10,4PM,9,4,8,948
2014-08-10,9PM,4,8,0,480
2014-08-11,11AM,6,3,9,639
2014-08-11,4PM,2,2,0,220
2014-08-11,9PM,3,6,4,364
2014-08-12,11AM,9,1,6,916
2014-08-12,4PM,2,3,0,230
2014-08-12,9PM,4,2,1,421
2014-08-13,11AM,4,8,3,483
2014-08-13,4PM,6,1,1,611
2014-08-13,9PM,1,7,7,177
2014-08-14,11AM,3,1,3,313
2014-08-14,4PM,7,6,9,769
2014-08-14,9PM,6,0,5,605
2014-08-15,11AM,7,3,8,738
2014-08-15,4PM,6,6,8,668
2014-08-15,9PM,6,4,7,647
2014-08-16,11AM,4,2,9,429
2014-08-16,4PM,4,8,9,489
2014-08-16,9PM,0,8,6,086
2014-08-17,11AM,0,5,3,053
2014-08-17,4PM,1,1,6,116
2014-08-17,9PM,7,0,7,707
2014-08-18,11AM,1,4,8,148
2014-08-18,4PM,1,0,0,100
2014-08-18,9PM,1,0,1,101
2014-08-19,11AM,8,3,3,833
2014-08-19,4PM,0,9,6,096
2014-08-19,9PM,4,7,5,475
2014-08-20,11AM,5,0,2,502
2014-08-20,4PM,8,0,2,802
2014-08-20,9PM,2,9,1,291
2014-08-21,11AM,8,1,6,816
2014-08-21,4PM,9,9,8,998
2014-08-21,9PM,1,1,3,113
2014-08-22,11AM,4,5,0,450
2014-08-22,4PM,5,8,0,580
2014-08-22,9PM,4,1,9,419
2014-08-23,11AM,4,2,5,425
2014-08-23,4PM,2,5,7,257
2014-08-23,9PM,2,4,9,249
2014-08-24,11AM,7,0,1,701
2014-08-24,4PM,7,3,6,736
2014-08-24,9PM,0,7,5,075
2014-08-25,11AM,6,6,4,664
2014-08-25,4PM,7,5,9,759
2014-08-25,9PM,6,9,3,693
2014-08-26,11AM,2,2,3,223
2014-08-26,4PM,1,2,8,128
2014-08-26,9PM,0,0,4,004
2014-08-27,11AM,7,4,8,748
2014-08-27,4PM,5,2,4,524
2014-08-27,9PM,7,7,8,778
2014-08-28,11AM,5,3,2,532
2014-08-28,4PM,3,1,3,313
2014-08-28,9PM,1,1,1,111
2014-08-29,11AM,3,9,2,392
2014-08-29,4PM,9,9,6,996
2014-08-29,9PM,0,3,7,037
2014-08-30,11AM,8,6,5,865
2014-08-30,4PM,4,6,2,462
2014-08-30,9PM,3,3,8,338
2014-08-31,11AM,5,2,6,526
2014-08-31,4PM,3,6,0,360
2014-08-31,9PM,0,4,0,040
2014-09-01,11AM,6,6,6,666
2014-09-01,4PM,1,1,6,116
2014-09-01,9PM,8,8,1,881
2014-09-02,11AM,1,1,6,116
2014-09-02,4PM,8,0,4,804
2014-09-02,9PM,2,7,9,279
2014-09-03,11AM,1,5,0,150
2014-09-03,4PM,6,1,5,615
2014-09-03,9PM,5,6,5,565
2014-09-04,11AM,0,8,3,083
2014-09-04,4PM,4,1,7,417
2014-09-04,9PM,2,1,2,212
2014-09-05,11AM,7,9,0,790
2014-09-05,4PM,0,3,9,039
2014-09-05,9PM,8,9,5,895
2014-09-06,11AM,6,4,2,642
2014-09-06,4PM,3,4,2,342
2014-09-06,9PM,2,5,2,252
2014-09-07,11AM,6,1,2,612
2014-09-07,4PM,7,1,6,716
2014-09-07,9PM,2,7,3,273
2014-09-08,11AM,8,2,5,825
2014-09-08,4PM,0,7,7,077
2014-09-08,9PM,7,8,9,789
2014-09-09,11AM,6,1,1,611
2014-09-09,4PM,5,0,7,507
2014-09-09,9PM,1,6,8,168
2014-09-10,11AM,7,0,8,708
2014-09-10,4PM,7,0,3,703
2014-09-10,9PM,8,6,3,863
2014-09-11,11AM,1,4,4,144
2014-09-11,4PM,0,1,3,013
2014-09-11,9PM,3,2,0,320
2014-09-12,11AM,9,5,7,957
2014-09-12,4PM,8,6,1,861
2014-09-12,9PM,9,9,9,999
2014-09-13,11AM,1,5,9,159
2014-09-13,4PM,4,0,4,404
2014-09-13,9PM,7,4,2,742
2014-09-14,11AM,7,5,3,753
2014-09-14,4PM,4,7,9,479
2014-09-14,9PM,6,1,9,619
2014-09-15,11AM,9,5,8,958
2014-09-15,4PM,0,6,3,063
2014-09-15,9PM,5,2,8,528
2014-09-16,11AM,2,5,4,254
2014-09-16,4PM,1,5,0,150
2014-09-16,9PM,0,9,1,091
2014-09-17,11AM,2,0,0,200
2014-09-17,4PM,2,8,8,288
2014-09-17,9PM,7,0,3,703
2014-09-18,11AM,0,4,6,046
2014-09-18,4PM,4,7,8,478
2014-09-18,9PM,5,4,1,541
2014-09-19,11AM,1,0,8,108
2014-09-19,4PM,1,4,3,143
2014-09-19,9PM,3,6,1,361
2014-09-20,11AM,6,3,6,636
2014-09-20,4PM,9,7,2,972
2014-09-20,9PM,8,9,0,890
2014-09-21,11AM,5,9,0,590
2014-09-21,4PM,3,7,6,376
2014-09-21,9PM,6,5,4,654
2014-09-22,11AM,6,5,6,656
2014-09-22,4PM,8,1,7,817
2014-09-22,9PM,9,3,3,933
2014-09-23,11AM,3,0,3,303
2014-09-23,4PM,7,3,0,730
2014-09-23,9PM,8,2,1,821
2014-09-24,11AM,4,4,2,442
2014-09-24,4PM,5,4,0,540
2014-09-24,9PM,7,3,5,735
2014-09-25,11AM,8,1,4,814
2014-09-25,4PM,5,6,3,563
2014-09-25,9PM,6,0,5,605
2014-09-26,11AM,0,7,4,074
2014-09-26,4PM,2,3,2,232
2014-09-26,9PM,3,7,1,371
2014-09-27,11AM,6,9,1,691
2014-09-27,4PM,4,3,9,439
2014-09-27,9PM,5,3,0,530
2014-09-28,11AM,7,4,5,745
2014-09-28,4PM,8,4,5,845
2014-09-28,9PM,6,9,9,699
2014-09-29,11AM,7,9,2,792
2014-09-29,4PM,1,1,1,111
2014-09-29,9PM,6,3,5,635
2014-09-30,11AM,2,4,6,246
2014-09-30,4PM,1,7,3,173
2014-09-30,9PM,5,7,4,574
2014-10-01,11AM,3,2,1,321
2014-10-01,4PM,8,0,0,800
2014-10-01,9PM,2,7,1,271
2014-10-02,11AM,1,2,6,126
2014-10-02,4PM,1,1,1,111
2014-10-02,9PM,1,8,4,184
2014-10-03,11AM,1,5,1,151
2014-10-03,4PM,0,1,9,019
2014-10-03,9PM,2,6,2,262
2014-10-04,11AM,3,0,8,308
2014-10-04,4PM,8,8,9,889
2014-10-04,9PM,3,6,0,360
2014-10-05,11AM,6,6,2,662
2014-10-05,4PM,5,9,7,597
2014-10-05,9PM,1,8,1,181
2014-10-06,11AM,5,7,3,573
2014-10-06,4PM,3,6,0,360
2014-10-06,9PM,5,2,1,521
2014-10-07,11AM,4,4,9,449
2014-10-07,4PM,7,1,6,716
2014-10-07,9PM,8,8,4,884
2014-10-08,11AM,2,0,3,203
2014-10-08,4PM,2,2,1,221
2014-10-08,9PM,4,0,1,401
2014-10-09,11AM,0,5,1,051
2014-10-09,4PM,9,5,3,953
2014-10-09,9PM,1,6,1,161
2014-10-10,11AM,2,9,0,290
2014-10-10,4PM,3,6,7,367
2014-10-10,9PM,1,8,7,187
2014-10-11,11AM,0,7,2,072
2014-10-11,4PM,6,5,5,655
2014-10-11,9PM,1,9,7,197
2014-10-12,11AM,3,0,9,309
2014-10-12,4PM,5,5,3,553
2014-10-12,9PM,5,8,0,580
2014-10-13,11AM,3,8,4,384
2014-10-13,4PM,6,3,4,634
2014-10-13,9PM,1,9,7,197
2014-10-14,11AM,2,0,6,206
2014-10-14,4PM,7,5,3,753
2014-10-14,9PM,9,1,4,914
2014-10-15,11AM,0,6,4,064
2014-10-15,4PM,9,1,8,918
2014-10-15,9PM,4,3,5,435
2014-10-16,11AM,6,7,1,671
2014-10-16,4PM,3,0,2,302
2014-10-16,9PM,8,5,0,850
2014-10-17,11AM,4,8,6,486
2014-10-17,4PM,3,4,8,348
2014-10-17,9PM,0,7,5,075
2014-10-18,11AM,5,2,6,526
2014-10-18,4PM,4,4,5,445
2014-10-18,9PM,7,6,0,760
2014-10-19,11AM,7,7,7,777
2014-10-19,4PM,3,9,5,395
2014-10-19,9PM,5,4,2,542
2014-10-20,11AM,2,7,6,276
2014-10-20,4PM,6,2,9,629
2014-10-20,9PM,5,2,9,529
