date,draw_time,d1,d2,d3,combo
2018-10-02,4PM,8,5,8,858
2018-10-02,9PM,2,9,5,295
2018-10-03,11AM,3,0,2,302
2018-10-03,4PM,9,3,0,930
2018-10-03,9PM,9,6,0,960
2018-10-04,11AM,0,8,1,081
2018-10-04,4PM,7,2,9,729
2018-10-04,9PM,5,4,3,543
2018-10-05,11AM,9,2,0,920
2018-10-05,4PM,6,2,1,621
2018-10-05,9PM,6,5,6,656
2018-10-06,11AM,4,6,7,467
2018-10-06,4PM,3,6,5,365
2018-10-06,9PM,5,6,4,564
2018-10-07,11AM,6,7,9,679
2018-10-07,4PM,0,8,8,088
2018-10-07,9PM,0,6,8,068
2018-10-08,11AM,0,7,7,077
2018-10-08,4PM,5,6,9,569
2018-10-08,9PM,6,0,3,603
2018-10-09,11AM,6,4,4,644
2018-10-09,4PM,3,5,7,357
2018-10-09,9PM,2,2,0,220
2018-10-10,11AM,6,5,2,652
2018-10-10,4PM,8,1,8,818
2018-10-10,9PM,2,9,1,291
2018-10-11,11AM,5,6,1,561
2018-10-11,4PM,4,9,4,494
2018-10-11,9PM,9,7,9,979
2018-10-12,11AM,0,9,4,094
2018-10-12,4PM,2,4,0,240
2018-10-12,9PM,4,8,6,486
2018-10-13,11AM,0,4,4,044
2018-10-13,4PM,4,9,1,491
2018-10-13,9PM,1,6,1,161
2018-10-14,11AM,8,4,4,844
2018-10-14,4PM,9,3,6,936
2018-10-14,9PM,6,0,1,601
2018-10-15,11AM,2,8,2,282
2018-10-15,4PM,7,5,1,751
2018-10-15,9PM,7,6,9,769
2018-10-16,11AM,0,2,8,028
2018-10-16,4PM,5,2,4,524
2018-10-16,9PM,7,7,2,772
2018-10-17,11AM,1,0,2,102
2018-10-17,4PM,4,8,7,487
2018-10-17,9PM,3,3,8,338
2018-10-18,11AM,9,3,2,932
2018-10-18,4PM,2,1,1,211
2018-10-18,9PM,7,9,5,795
2018-10-19,11AM,8,8,3,883
2018-10-19,4PM,4,4,1,441
2018-10-19,9PM,4,5,7,457
2018-10-20,11AM,9,7,5,975
2018-10-20,4PM,2,5,0,250
2018-10-20,9PM,3,1,6,316
2018-10-21,11AM,2,2,6,226
2018-10-21,4PM,6,5,6,656
2018-10-21,9PM,2,6,4,264
2018-10-22,11AM,0,0,1,001
2018-10-22,4PM,0,0,9,009
2018-10-22,9PM,1,5,3,153
2018-10-23,11AM,3,6,4,364
2018-10-23,4PM,4,6,6,466
2018-10-23,9PM,6,6,4,664
2018-10-24,11AM,9,6,9,969
2018-10-24,4PM,3,2,5,325
2018-10-24,9PM,0,8,0,080
2018-10-25,11AM,5,2,8,528
2018-10-25,4PM,0,8,7,087
2018-10-25,9PM,5,6,3,563
2018-10-26,11AM,7,0,6,706
2018-10-26,4PM,2,4,0,240
2018-10-26,9PM,8,8,9,889
2018-10-27,11AM,7,4,9,749
2018-10-27,4PM,7,5,8,758
2018-10-27,9PM,4,8,7,487
2018-10-28,11AM,4,5,3,453
2018-10-28,4PM,9,4,2,942
2018-10-28,9PM,1,5,0,150
2018-10-29,11AM,6,9,5,695
2018-10-29,4PM,2,6,2,262
2018-10-29,9PM,6,9,5,695
2018-10-30,11AM,5,6,9,569
2018-10-30,4PM,7,7,4,774
2018-10-30,9PM,1,2,7,127
2018-10-31,11AM,6,7,8,678
2018-10-31,4PM,5,4,7,547
2018-10-31,9PM,5,9,2,592
2018-11-01,11AM,5,4,4,544
2018-11-01,4PM,9,9,2,992
2018-11-01,9PM,3,3,5,335
2018-11-02,11AM,5,0,1,501
2018-11-02,4PM,4,5,5,455
2018-11-02,9PM,0,5,0,050
2018-11-03,11AM,8,1,7,817
2018-11-03,4PM,4,1,0,410
2018-11-03,9PM,9,5,3,953
2018-11-04,11AM,3,1,0,310
2018-11-04,4PM,0,6,3,063
2018-11-04,9PM,6,1,3,613
2018-11-05,11AM,0,7,9,079
2018-11-05,4PM,1,5,6,156
2018-11-05,9PM,7,2,5,725
2018-11-06,11AM,3,7,1,371
2018-11-06,4PM,8,5,9,859
2018-11-06,9PM,2,6,1,261
2018-11-07,11AM,8,5,0,850
2018-11-07,4PM,9,2,1,921
2018-11-07,9PM,4,2,3,423
2018-11-08,11AM,7,6,5,765
2018-11-08,4PM,8,2,6,826
2018-11-08,9PM,0,6,3,063
2018-11-09,11AM,5,5,8,558
2018-11-09,4PM,6,1,0,610
2018-11-09,9PM,9,6,7,967
2018-11-10,11AM,0,0,5,005
2018-11-10,4PM,3,0,3,303
2018-11-10,9PM,1,4,6,146
2018-11-11,11AM,8,1,4,814
2018-11-11,4PM,2,7,2,272
2018-11-11,9PM,4,5,8,458
2018-11-12,11AM,9,3,3,933
2018-11-12,4PM,0,4,9,049
2018-11-12,9PM,2,5,9,259
2018-11-13,11AM,0,3,4,034
2018-11-13,4PM,7,7,4,774
2018-11-13,9PM,2,4,2,242
2018-11-14,11AM,7,6,1,761
2018-11-14,4PM,2,8,0,280
2018-11-14,9PM,9,2,6,926
2018-11-15,11AM,5,4,6,546
2018-11-15,4PM,4,9,3,493
2018-11-15,9PM,4,1,8,418
2018-11-16,11AM,8,8,8,888
2018-11-16,4PM,7,3,0,730
2018-11-16,9PM,3,8,9,389
2018-11-17,11AM,9,6,5,965
2018-11-17,4PM,4,8,4,484
2018-11-17,9PM,3,7,1,371
2018-11-18,11AM,3,2,2,322
2018-11-18,4PM,1,8,7,187
2018-11-18,9PM,2,4,8,248
2018-11-19,11AM,6,0,5,605
2018-11-19,4PM,2,4,9,249
2018-11-19,9PM,5,3,6,536
2018-11-20,11AM,8,1,3,813
2018-11-20,4PM,3,7,2,372
2018-11-20,9PM,2,8,8,288
2018-11-21,11AM,2,9,9,299
2018-11-21,4PM,1,1,2,112
2018-11-21,9PM,3,2,7,327
2018-11-22,11AM,8,3,9,839
2018-11-22,4PM,4,9,5,495
2018-11-22,9PM,3,6,4,364
2018-11-23,11AM,2,1,1,211
2018-11-23,4PM,0,1,5,015
2018-11-23,9PM,4,9,4,494
2018-11-24,11AM,4,1,6,416
2018-11-24,4PM,8,8,4,884
2018-11-24,9PM,3,2,7,327
2018-11-25,11AM,8,5,3,853
2018-11-25,4PM,2,8,6,286
2018-11-25,9PM,9,7,4,974
2018-11-26,11AM,4,9,1,491
2018-11-26,4PM,5,1,3,513
2018-11-26,9PM,3,2,5,325
2018-11-27,11AM,9,8,5,985
2018-11-27,4PM,7,3,7,737
2018-11-27,9PM,7,5,7,757
2018-11-28,11AM,7,4,2,742
2018-11-28,4PM,4,6,4,464
2018-11-28,9PM,6,5,9,659
2018-11-29,11AM,0,1,6,016
2018-11-29,4PM,2,5,8,258
2018-11-29,9PM,6,3,1,631
2018-11-30,11AM,4,8,4,484
2018-11-30,4PM,7,3,1,731
2018-11-30,9PM,6,8,2,682
2018-12-01,11AM,4,9,0,490
2018-12-01,4PM,7,4,2,742
2018-12-01,9PM,0,8,3,083
2018-12-02,11AM,5,0,2,502
2018-12-02,4PM,7,1,2,712
2018-12-02,9PM,5,1,6,516
2018-12-03,11AM,1,3,6,136
2018-12-03,4PM,4,0,0,400
2018-12-03,9PM,9,5,5,955
2018-12-04,11AM,0,3,9,039
2018-12-04,4PM,8,2,7,827
2018-12-04,9PM,5,2,0,520
2018-12-05,11AM,0,5,4,054
2018-12-05,4PM,5,0,1,501
2018-12-05,9PM,0,2,0,020
2018-12-06,11AM,9,4,9,949
2018-12-06,4PM,1,5,2,152
2018-12-06,9PM,4,6,8,468
2018-12-07,11AM,1,8,4,184
2018-12-07,4PM,9,4,9,949
2018-12-07,9PM,0,6,3,063
2018-12-08,11AM,6,1,6,616
2018-12-08,4PM,6,8,0,680
2018-12-08,9PM,7,6,3,763
2018-12-09,11AM,7,2,3,723
2018-12-09,4PM,1,6,7,167
2018-12-09,9PM,7,6,3,763
2018-12-10,11AM,4,0,0,400
2018-12-10,4PM,1,3,0,130
2018-12-10,9PM,2,5,4,254
2018-12-11,11AM,7,6,4,764
2018-12-11,4PM,5,6,3,563
2018-12-11,9PM,2,8,6,286
2018-12-12,11AM,3,2,1,321
2018-12-12,4PM,9,1,7,917
2018-12-12,9PM,7,3,3,733
2018-12-13,11AM,3,1,8,318
2018-12-13,4PM,3,8,4,384
2018-12-13,9PM,4,3,2,432
2018-12-14,11AM,3,3,3,333
2018-12-14,4PM,5,4,1,541
2018-12-14,9PM,1,4,0,140
2018-12-15,11AM,9,7,2,972
2018-12-15,4PM,4,6,8,468
2018-12-15,9PM,1,1,7,117
2018-12-16,11AM,4,8,6,486
2018-12-16,4PM,3,0,0,300
2018-12-16,9PM,6,1,3,613
2018-12-17,11AM,5,4,6,546
2018-12-17,4PM,8,7,5,875
2018-12-17,9PM,1,7,1,171
2018-12-18,11AM,8,9,7,897
2018-12-18,4PM,3,0,4,304
2018-12-18,9PM,8,4,4,844
2018-12-19,11AM,0,9,8,098
2018-12-19,4PM,6,9,1,691
2018-12-19,9PM,5,4,3,543
2018-12-20,11AM,1,1,3,113
2018-12-20,4PM,0,0,1,001
2018-12-20,9PM,7,5,0,750
2018-12-21,11AM,6,0,9,609
2018-12-21,4PM,6,7,2,672
2018-12-21,9PM,5,0,6,506
2018-12-22,11AM,4,8,9,489
2018-12-22,4PM,2,0,2,202
2018-12-22,9PM,6,4,0,640
2018-12-23,11AM,2,6,4,264
2018-12-23,4PM,1,5,9,159
2018-12-23,9PM,7,0,4,704
2018-12-26,11AM,2,3,0,230
2018-12-26,4PM,9,8,1,981
2018-12-26,9PM,9,1,2,912
2018-12-27,11AM,6,2,1,621
2018-12-27,4PM,3,5,8,358
2018-12-27,9PM,0,3,5,035
2018-12-28,11AM,5,9,1,591
2018-12-28,4PM,4,3,3,433
2018-12-28,9PM,6,5,3,653
2018-12-29,11AM,1,5,7,157
2018-12-29,4PM,3,0,3,303
2018-12-29,9PM,6,2,6,626
2018-12-30,11AM,8,6,8,868
2018-12-30,4PM,7,0,3,703
2018-12-30,9PM,7,3,3,733
2019-01-02,11AM,3,8,2,382
2019-01-02,4PM,2,4,5,245
2019-01-02,9PM,2,2,0,220
2019-01-03,11AM,3,9,8,398
2019-01-03,4PM,2,4,9,249
2019-01-03,9PM,9,6,9,969
2019-01-04,11AM,9,5,2,952
2019-01-04,4PM,3,7,1,371
2019-01-04,9PM,0,1,9,019
2019-01-05,11AM,6,4,8,648
2019-01-05,4PM,5,7,5,575
2019-01-05,9PM,5,5,4,554
2019-01-06,11AM,9,5,2,952
2019-01-06,4PM,7,0,6,706
2019-01-06,9PM,0,0,4,004
2019-01-07,11AM,8,7,1,871
2019-01-07,4PM,4,5,0,450
2019-01-07,9PM,4,0,5,405
2019-01-08,11AM,8,7,4,874
2019-01-08,4PM,1,3,9,139
2019-01-08,9PM,1,6,7,167
2019-01-09,11AM,8,8,2,882
2019-01-09,4PM,5,4,4,544
2019-01-09,9PM,4,1,9,419
2019-01-10,11AM,8,9,8,898
2019-01-10,4PM,2,9,4,294
2019-01-10,9PM,6,5,0,650
2019-01-11,11AM,3,9,3,393
2019-01-11,4PM,6,7,4,674
2019-01-11,9PM,7,0,3,703
2019-01-12,11AM,7,6,2,762
2019-01-12,4PM,9,4,3,943
2019-01-12,9PM,0,2,0,020
2019-01-13,11AM,9,2,3,923
2019-01-13,4PM,6,8,2,682
2019-01-13,9PM,3,8,5,385
2019-01-14,11AM,8,6,4,864
2019-01-14,4PM,5,1,8,518
2019-01-14,9PM,2,8,7,287
2019-01-15,11AM,1,8,8,188
2019-01-15,4PM,6,6,7,667
2019-01-15,9PM,9,6,0,960
2019-01-16,11AM,3,2,9,329
2019-01-16,4PM,9,6,7,967
2019-01-16,9PM,7,1,5,715
2019-01-17,11AM,3,7,7,377
2019-01-17,4PM,8,3,5,835
2019-01-17,9PM,4,8,0,480
2019-01-18,11AM,7,6,8,768
2019-01-18,4PM,8,0,4,804
2019-01-18,9PM,5,0,7,507
2019-01-19,11AM,3,7,5,375
2019-01-19,4PM,8,7,4,874
2019-01-19,9PM,1,4,4,144
2019-01-20,11AM,0,5,7,057
2019-01-20,4PM,2,8,8,288
2019-01-20,9PM,8,0,3,803
2019-01-21,11AM,7,1,7,717
2019-01-21,4PM,8,0,4,804
2019-01-21,9PM,8,5,6,856
2019-01-22,11AM,9,2,4,924
2019-01-22,4PM,8,2,0,820
2019-01-22,9PM,6,1,4,614
2019-01-23,11AM,5,5,2,552
2019-01-23,4PM,3,5,5,355
2019-01-23,9PM,1,5,0,150
2019-01-24,11AM,3,0,5,305
2019-01-24,4PM,6,8,7,687
2019-01-24,9PM,1,7,3,173
2019-01-25,11AM,8,8,8,888
2019-01-25,4PM,9,5,3,953
2019-01-25,9PM,9,0,2,902
2019-01-26,11AM,0,6,9,069
2019-01-26,4PM,6,7,3,673
2019-01-26,9PM,2,2,5,225
2019-01-27,11AM,8,8,2,882
2019-01-27,4PM,4,5,1,451
2019-01-27,9PM,2,8,7,287
2019-01-28,11AM,1,5,6,156
2019-01-28,4PM,4,2,4,424
2019-01-28,9PM,0,0,0,000
2019-01-29,11AM,7,9,8,798
2019-01-29,4PM,9,5,4,954
2019-01-29,9PM,5,8,7,587
2019-01-30,11AM,5,1,8,518
2019-01-30,4PM,3,7,6,376
2019-01-30,9PM,5,2,2,522
2019-01-31,11AM,1,8,6,186
2019-01-31,4PM,2,5,3,253
2019-01-31,9PM,4,8,0,480
2019-02-01,11AM,9,2,2,922
2019-02-01,4PM,6,4,2,642
2019-02-01,9PM,4,5,6,456
2019-02-02,11AM,5,7,6,576
2019-02-02,4PM,6,9,8,698
2019-02-02,9PM,0,3,7,037
2019-02-03,11AM,0,7,9,079
2019-02-03,4PM,3,9,0,390
2019-02-03,9PM,7,7,2,772
2019-02-04,11AM,3,9,9,399
2019-02-04,4PM,0,4,9,049
2019-02-04,9PM,3,0,2,302
2019-02-05,11AM,6,4,9,649
2019-02-05,4PM,1,9,6,196
2019-02-05,9PM,7,3,8,738
2019-02-06,11AM,5,7,8,578
2019-02-06,4PM,8,0,8,808
2019-02-06,9PM,6,9,5,695
2019-02-07,11AM,3,6,9,369
2019-02-07,4PM,2,8,0,280
2019-02-07,9PM,0,9,6,096
2019-02-08,11AM,6,6,6,666
2019-02-08,4PM,5,5,5,555
2019-02-08,9PM,1,2,1,121
2019-02-09,11AM,1,6,3,163
2019-02-09,4PM,3,4,1,341
2019-02-09,9PM,4,0,5,405
2019-02-10,11AM,4,1,7,417
2019-02-10,4PM,2,2,9,229
2019-02-10,9PM,7,7,0,770
2019-02-11,11AM,6,1,6,616
2019-02-11,4PM,9,9,5,995
2019-02-11,9PM,4,0,5,405
2019-02-12,11AM,3,2,8,328
2019-02-12,4PM,0,4,1,041
2019-02-12,9PM,4,8,0,480
2019-02-13,11AM,6,8,3,683
2019-02-13,4PM,0,7,6,076
2019-02-13,9PM,1,4,5,145
2019-02-14,11AM,9,7,1,971
2019-02-14,4PM,4,4,4,444
2019-02-14,9PM,4,4,3,443
2019-02-15,11AM,5,1,0,510
2019-02-15,4PM,5,3,5,535
2019-02-15,9PM,8,9,7,897
2019-02-16,11AM,2,9,9,299
2019-02-16,4PM,9,7,1,971
2019-02-16,9PM,7,5,1,751
2019-02-17,11AM,4,4,4,444
2019-02-17,4PM,9,3,4,934
2019-02-17,9PM,5,5,5,555
2019-02-18,11AM,3,1,1,311
2019-02-18,4PM,4,6,8,468
2019-02-18,9PM,5,6,8,568
2019-02-19,11AM,1,5,7,157
2019-02-19,4PM,8,3,1,831
2019-02-19,9PM,3,2,7,327
2019-02-20,11AM,8,0,6,806
2019-02-20,4PM,3,3,2,332
2019-02-20,9PM,6,8,5,685
2019-02-21,11AM,2,0,3,203
2019-02-21,4PM,0,8,3,083
2019-02-21,9PM,7,9,5,795
2019-02-22,11AM,5,2,8,528
2019-02-22,4PM,0,5,7,057
2019-02-22,9PM,7,0,5,705
2019-02-23,11AM,8,3,0,830
2019-02-23,4PM,1,2,1,121
2019-02-23,9PM,5,5,1,551
2019-02-24,11AM,6,9,7,697
2019-02-24,4PM,1,1,2,112
2019-02-24,9PM,1,8,6,186
2019-02-25,11AM,5,3,8,538
2019-02-25,4PM,7,5,3,753
2019-02-25,9PM,1,8,1,181
2019-02-26,11AM,1,5,2,152
2019-02-26,4PM,9,5,6,956
2019-02-26,9PM,0,8,7,087
2019-02-27,11AM,7,6,5,765
2019-02-27,4PM,4,0,8,408
2019-02-27,9PM,8,9,5,895
2019-02-28,11AM,8,8,4,884
2019-02-28,4PM,7,8,8,788
2019-02-28,9PM,6,7,7,677
2019-03-01,11AM,7,5,0,750
2019-03-01,4PM,1,0,2,102
2019-03-01,9PM,6,7,0,670
2019-03-02,11AM,9,1,1,911
2019-03-02,4PM,3,6,8,368
2019-03-02,9PM,3,6,9,369
2019-03-03,11AM,7,3,5,735
2019-03-03,4PM,4,0,1,401
2019-03-03,9PM,9,4,1,941
2019-03-04,11AM,8,6,1,861
2019-03-04,4PM,5,4,6,546
2019-03-04,9PM,5,2,9,529
2019-03-05,11AM,1,4,0,140
2019-03-05,4PM,3,3,2,332
2019-03-05,9PM,5,6,9,569
2019-03-06,11AM,1,6,3,163
2019-03-06,4PM,1,5,4,154
2019-03-06,9PM,0,0,5,005
2019-03-07,11AM,0,8,7,087
2019-03-07,4PM,0,0,8,008
2019-03-07,9PM,5,0,7,507
2019-03-08,11AM,3,8,4,384
2019-03-08,4PM,7,2,6,726
2019-03-08,9PM,7,8,0,780
2019-03-09,11AM,6,2,8,628
2019-03-09,4PM,1,9,2,192
2019-03-09,9PM,0,5,7,057
2019-03-10,11AM,7,2,4,724
2019-03-10,4PM,4,2,1,421
2019-03-10,9PM,5,6,2,562
2019-03-11,11AM,6,2,4,624
2019-03-11,4PM,6,3,8,638
2019-03-11,9PM,2,7,0,270
2019-03-12,11AM,6,5,7,657
2019-03-12,4PM,9,1,8,918
2019-03-12,9PM,9,2,6,926
2019-03-13,11AM,6,8,3,683
2019-03-13,4PM,5,5,4,554
2019-03-13,9PM,9,2,8,928
2019-03-14,11AM,6,7,1,671
2019-03-14,4PM,2,7,6,276
2019-03-14,9PM,9,6,1,961
2019-03-15,11AM,0,4,1,041
2019-03-15,4PM,5,5,7,557
2019-03-15,9PM,3,8,9,389
2019-03-16,11AM,2,5,9,259
2019-03-16,4PM,5,5,6,556
2019-03-16,9PM,6,0,0,600
2019-03-17,11AM,9,2,1,921
2019-03-17,4PM,5,2,8,528
2019-03-17,9PM,2,1,5,215
2019-03-18,11AM,3,7,9,379
2019-03-18,4PM,7,1,0,710
2019-03-18,9PM,4,2,5,425
2019-03-19,11AM,7,4,2,742
2019-03-19,4PM,4,7,9,479
2019-03-19,9PM,5,8,3,583
2019-03-20,11AM,2,5,7,257
2019-03-20,4PM,4,8,1,481
2019-03-20,9PM,5,3,8,538
2019-03-21,11AM,2,2,7,227
2019-03-21,4PM,8,7,6,876
2019-03-21,9PM,9,6,0,960
2019-03-22,11AM,5,8,1,581
2019-03-22,4PM,1,5,4,154
2019-03-22,9PM,7,6,4,764
2019-03-23,11AM,2,3,4,234
2019-03-23,4PM,1,0,6,106
2019-03-23,9PM,7,3,3,733
2019-03-24,11AM,7,0,2,702
2019-03-24,4PM,9,0,5,905
2019-03-24,9PM,2,3,6,236
2019-03-25,11AM,9,6,8,968
2019-03-25,4PM,9,2,7,927
2019-03-25,9PM,6,1,7,617
2019-03-26,11AM,3,5,7,357
2019-03-26,4PM,3,9,3,393
2019-03-26,9PM,6,2,9,629
2019-03-27,11AM,6,2,7,627
2019-03-27,4PM,2,6,3,263
2019-03-27,9PM,8,9,1,891
2019-03-28,11AM,6,0,6,606
2019-03-28,4PM,1,8,1,181
2019-03-28,9PM,3,1,5,315
2019-03-29,11AM,7,6,8,768
2019-03-29,4PM,1,2,1,121
2019-03-29,9PM,8,4,6,846
2019-03-30,11AM,1,5,9,159
2019-03-30,4PM,2,9,9,299
2019-03-30,9PM,4,3,6,436
2019-03-31,11AM,4,8,7,487
2019-03-31,4PM,9,5,5,955
2019-03-31,9PM,0,7,1,071
2019-04-01,11AM,8,8,6,886
2019-04-01,4PM,8,3,3,833
2019-04-01,9PM,6,6,3,663
2019-04-02,11AM,1,0,7,107
2019-04-02,4PM,5,0,7,507
2019-04-02,9PM,7,4,4,744
2019-04-03,11AM,0,1,5,015
2019-04-03,4PM,0,5,4,054
2019-04-03,9PM,8,0,1,801
2019-04-04,11AM,1,0,4,104
2019-04-04,4PM,1,8,9,189
2019-04-04,9PM,5,6,0,560
2019-04-05,11AM,1,3,8,138
2019-04-05,4PM,1,0,0,100
2019-04-05,9PM,7,0,2,702
2019-04-06,11AM,9,9,7,997
2019-04-06,4PM,8,5,4,854
2019-04-06,9PM,4,2,4,424
2019-04-07,11AM,6,2,3,623
2019-04-07,4PM,3,3,8,338
2019-04-07,9PM,6,5,6,656
2019-04-08,11AM,6,2,7,627
2019-04-08,4PM,0,1,3,013
2019-04-08,9PM,0,2,0,020
2019-04-09,11AM,8,3,7,837
2019-04-09,4PM,1,7,3,173
2019-04-09,9PM,9,4,3,943
2019-04-10,11AM,5,2,4,524
2019-04-10,4PM,0,8,7,087
2019-04-10,9PM,0,1,9,019
2019-04-11,11AM,8,9,0,890
2019-04-11,4PM,0,4,6,046
2019-04-11,9PM,7,0,4,704
2019-04-12,11AM,7,4,1,741
2019-04-12,4PM,3,1,0,310
2019-04-12,9PM,8,4,7,847
2019-04-13,11AM,9,0,7,907
2019-04-13,4PM,8,2,6,826
2019-04-13,9PM,5,8,5,585
2019-04-14,11AM,5,1,5,515
2019-04-14,4PM,3,3,5,335
2019-04-14,9PM,4,4,8,448
2019-04-15,11AM,2,7,2,272
2019-04-15,4PM,5,7,0,570
2019-04-15,9PM,2,4,0,240
2019-04-16,11AM,0,6,4,064
2019-04-16,4PM,2,1,4,214
2019-04-16,9PM,7,3,9,739
2019-04-17,11AM,8,6,3,863
2019-04-17,4PM,5,4,0,540
2019-04-17,9PM,5,7,1,571
2019-04-22,11AM,1,7,9,179
2019-04-22,4PM,8,9,7,897
2019-04-22,9PM,4,8,7,487
2019-04-23,11AM,0,0,6,006
2019-04-23,4PM,3,6,3,363
2019-04-23,9PM,9,6,2,962
2019-04-24,11AM,3,9,3,393
2019-04-24,4PM,0,8,7,087
2019-04-24,9PM,3,8,3,383
2019-04-25,11AM,1,7,6,176
2019-04-25,4PM,6,1,3,613
2019-04-25,9PM,8,9,0,890
2019-04-26,11AM,1,6,2,162
2019-04-26,4PM,3,5,6,356
2019-04-26,9PM,9,5,9,959
2019-04-27,11AM,4,9,5,495
2019-04-27,4PM,2,8,8,288
2019-04-27,9PM,5,8,0,580
2019-04-28,11AM,6,9,0,690
2019-04-28,4PM,4,6,2,462
2019-04-28,9PM,4,0,6,406
2019-04-29,11AM,2,6,1,261
2019-04-29,4PM,0,3,6,036
2019-04-29,9PM,0,8,3,083
2019-04-30,11AM,2,4,3,243
2019-04-30,4PM,2,9,4,294
2019-04-30,9PM,5,9,7,597
2019-05-01,11AM,8,5,3,853
2019-05-01,4PM,1,1,0,110
2019-05-01,9PM,0,6,5,065
2019-05-02,11AM,9,6,7,967
2019-05-02,4PM,6,0,4,604
2019-05-02,9PM,6,5,7,657
2019-05-03,11AM,8,7,8,878
2019-05-03,4PM,7,1,6,716
2019-05-03,9PM,2,1,4,214
2019-05-04,11AM,7,2,5,725
2019-05-04,4PM,4,9,0,490
2019-05-04,9PM,5,7,4,574
2019-05-05,11AM,2,5,1,251
2019-05-05,4PM,1,9,0,190
2019-05-05,9PM,1,8,4,184
2019-05-06,11AM,3,0,7,307
2019-05-06,4PM,9,7,5,975
2019-05-06,9PM,7,9,6,796
2019-05-07,11AM,5,2,6,526
2019-05-07,4PM,3,9,1,391
2019-05-07,9PM,7,0,5,705
2019-05-08,11AM,5,7,4,574
2019-05-08,4PM,4,0,7,407
2019-05-08,9PM,4,2,8,428
2019-05-09,11AM,4,6,9,469
2019-05-09,4PM,9,3,2,932
2019-05-09,9PM,8,8,5,885
2019-05-10,11AM,1,8,5,185
2019-05-10,4PM,9,1,6,916
2019-05-10,9PM,3,3,5,335
2019-05-11,11AM,0,6,2,062
2019-05-11,4PM,4,4,6,446
2019-05-11,9PM,4,9,3,493
2019-05-12,11AM,2,2,3,223
2019-05-12,4PM,4,9,1,491
2019-05-12,9PM,3,1,9,319
2019-05-13,11AM,2,4,7,247
2019-05-13,4PM,5,2,3,523
2019-05-13,9PM,7,7,4,774
2019-05-14,11AM,4,2,7,427
2019-05-14,4PM,3,7,7,377
2019-05-14,9PM,5,5,3,553
2019-05-15,11AM,1,0,3,103
2019-05-15,4PM,5,6,1,561
2019-05-15,9PM,8,3,7,837
2019-05-16,11AM,6,0,7,607
2019-05-16,4PM,5,2,4,524
2019-05-16,9PM,4,8,3,483
2019-05-17,11AM,7,6,4,764
2019-05-17,4PM,9,1,4,914
2019-05-17,9PM,6,6,1,661
2019-05-18,11AM,0,0,4,004
2019-05-18,4PM,5,8,4,584
2019-05-18,9PM,9,1,8,918
2019-05-19,11AM,1,3,0,130
2019-05-19,4PM,9,1,3,913
2019-05-19,9PM,2,8,8,288
2019-05-20,11AM,3,8,9,389
2019-05-20,4PM,6,7,5,675
2019-05-20,9PM,1,1,5,115
2019-05-21,11AM,5,4,0,540
2019-05-21,4PM,5,4,8,548
2019-05-21,9PM,0,1,7,017
2019-05-22,11AM,8,4,3,843
2019-05-22,4PM,7,7,5,775
2019-05-22,9PM,1,8,4,184
2019-05-23,11AM,4,8,5,485
2019-05-23,4PM,7,1,8,718
2019-05-23,9PM,5,4,5,545
2019-05-24,11AM,8,7,7,877
2019-05-24,4PM,2,6,7,267
2019-05-24,9PM,2,3,3,233
2019-05-25,11AM,7,3,4,734
2019-05-25,4PM,0,2,5,025
2019-05-25,9PM,9,3,5,935
2019-05-26,11AM,0,3,0,030
2019-05-26,4PM,7,2,1,721
2019-05-26,9PM,9,1,3,913
2019-05-27,11AM,5,1,4,514
2019-05-27,4PM,3,5,0,350
2019-05-27,9PM,5,5,7,557
2019-05-28,11AM,4,6,9,469
2019-05-28,4PM,1,3,9,139
2019-05-28,9PM,0,6,7,067
2019-05-29,11AM,3,6,9,369
2019-05-29,4PM,7,0,2,702
2019-05-29,9PM,8,8,7,887
2019-05-30,11AM,4,7,1,471
2019-05-30,4PM,9,2,2,922
2019-05-30,9PM,1,5,5,155
2019-05-31,4PM,9,8,6,986
2019-06-01,11AM,1,5,2,152
2019-06-01,4PM,5,9,8,598
2019-06-01,9PM,0,6,5,065
2019-06-02,11AM,3,7,8,378
2019-06-02,4PM,7,2,4,724
2019-06-02,9PM,6,5,7,657
2019-06-03,11AM,0,7,6,076
2019-06-03,4PM,7,3,1,731
2019-06-03,9PM,2,1,4,214
2019-06-04,11AM,8,8,6,886
2019-06-04,4PM,8,5,6,856
2019-06-04,9PM,5,7,4,574
2019-06-05,11AM,2,5,5,255
2019-06-05,4PM,4,4,6,446
2019-06-05,9PM,1,8,4,184
2019-06-06,11AM,7,2,6,726
2019-06-06,4PM,7,2,4,724
2019-06-06,9PM,7,9,6,796
2019-06-07,11AM,2,9,2,292
2019-06-07,4PM,0,8,4,084
2019-06-07,9PM,7,0,5,705
2019-06-08,11AM,1,7,8,178
2019-06-08,4PM,1,6,2,162
2019-06-08,9PM,4,2,8,428
2019-06-09,11AM,0,7,0,070
2019-06-09,4PM,3,5,9,359
2019-06-09,9PM,8,8,5,885
2019-06-10,11AM,5,7,4,574
2019-06-10,4PM,6,6,1,661
2019-06-10,9PM,3,3,5,335
2019-06-11,11AM,0,4,9,049
2019-06-11,4PM,0,4,8,048
2019-06-11,9PM,4,9,3,493
2019-06-12,11AM,3,4,9,349
2019-06-12,4PM,9,2,7,927
2019-06-12,9PM,3,1,9,319
